id,date,attendance,year,month,week,lag1,lag4,roll4,delta1,delta4,is_summer,is_holiday_season,church_event,is_fast_sunday,created_at,created_by,updated_at,high_temp,low_temp,rainfall,snowfall,group_id
46dd4092-04f3-4da0-8ea1-05c120c9c257,2024-07-21,156,2024,7,30,158,153,146.25,13,3,1,0,None,0,2026-03-29 19:34:41.984589,,2026-03-29 19:34:41.984589,63.41,81.77,0,0,1722d6d5-bdf9-4706-bedd-53bf1aebaa21
46e13190-d62e-4041-b538-ecfeee412b21,2025-08-10,176,2025,8,33,170,170,158.5,24,6,1,0,None,0,2026-03-29 19:34:41.984589,,2026-03-29 19:34:41.984589,70.52,88.7,0.7,0,1722d6d5-bdf9-4706-bedd-53bf1aebaa21
48c67c51-d588-4dc7-8f07-40c89ca0ad94,2024-04-14,147,2024,4,16,171,153,157.75,13,-6,0,0,None,0,2026-03-29 19:34:41.984589,,2026-03-29 19:34:41.984589,55.04,76.91,0,0,1722d6d5-bdf9-4706-bedd-53bf1aebaa21
5003f490-78c7-4917-a10b-7d9b2f2b0c60,2026-03-22,153,2026,3,12,158,155,160,-10,-2,0,0,None,0,2026-05-17 16:52:18.692151,cachy.coder@gmail.com,2026-05-17 16:52:18.692151,83,61,0,0,1722d6d5-bdf9-4706-bedd-53bf1aebaa21
510d6bca-3747-46bd-90fa-84567796a56e,2025-08-24,173,2025,8,35,170,146,165.5,-6,27,1,0,None,0,2026-03-29 19:34:41.984589,,2026-03-29 19:34:41.984589,59.72,74.93,0.1,0,1722d6d5-bdf9-4706-bedd-53bf1aebaa21
57e3f2af-227f-4cbc-b84f-221e1c5050fb,2025-01-12,173,2025,1,3,154,143,151.25,-26,30,0,0,None,0,2026-03-29 19:34:41.984589,,2026-03-29 19:34:41.984589,21.92,32,0,0,1722d6d5-bdf9-4706-bedd-53bf1aebaa21
5d60f269-5ba8-4b26-bb69-d3f71cd08c71,2024-11-24,175,2024,11,48,137,155,156.5,-23,20,0,1,None,0,2026-03-29 19:34:41.984589,,2026-03-29 19:34:41.984589,34.34,55.76,0,0,1722d6d5-bdf9-4706-bedd-53bf1aebaa21
60b4e11b-c3cf-4de5-bfc6-36b587e06842,2024-02-18,139,2024,2,8,142,143,142.75,-5,-4,0,0,None,0,2026-03-29 19:34:41.984589,,2026-03-29 19:34:41.984589,12.38,35.96,0,0,1722d6d5-bdf9-4706-bedd-53bf1aebaa21
617e5aa1-75fd-4166-a109-99666b7727cc,2024-09-15,146,2024,9,38,137,127,131.25,-1,19,0,0,None,0,2026-03-29 19:34:41.984589,,2026-03-29 19:34:41.984589,65.12,85.73,0,0,1722d6d5-bdf9-4706-bedd-53bf1aebaa21
652935b3-af15-4bab-87d3-95a29ce29fc6,2025-09-07,187,2025,9,37,173,176,173,0,11,0,0,None,1,2026-03-29 19:34:41.984589,,2026-03-29 19:34:41.984589,50.81,67.91,0,0,1722d6d5-bdf9-4706-bedd-53bf1aebaa21
67d325ec-4fda-4356-a2cd-f6c6a027418f,2024-09-01,138,2024,9,36,123,169,144.25,-4,-31,0,0,None,1,2026-03-29 19:34:41.984589,,2026-03-29 19:34:41.984589,62.42,80.96,0.2,0,1722d6d5-bdf9-4706-bedd-53bf1aebaa21
7069df0a-e6fe-470d-8705-83ed3d4a936c,2025-06-15,173,2025,6,25,151,155,150.75,10,18,1,0,Fathers Day,0,2026-03-29 19:34:41.984589,,2026-03-29 19:34:41.984589,64.13001,79.97,1.4,0,1722d6d5-bdf9-4706-bedd-53bf1aebaa21
7c24b7b6-cf37-4cb3-9b1f-7299c792f281,2025-08-03,170,2025,8,32,146,145,152.25,-2,25,1,0,None,1,2026-03-29 19:34:41.984589,,2026-03-29 19:34:41.984589,57.92,80.33,0,0,1722d6d5-bdf9-4706-bedd-53bf1aebaa21
7cae0ded-cd0f-4b5f-83ef-bbffa365b878,2025-04-13,175,2025,4,16,162,150,157,-1,25,0,0,Palm Sunday,0,2026-03-29 19:34:41.984589,,2026-03-29 19:34:41.984589,41,59.99,4.3,0,1722d6d5-bdf9-4706-bedd-53bf1aebaa21
7dd40241-0a49-49a8-88f3-8452e25c5a01,2026-01-11,175,2026,1,2,158,155,160,-10,20,0,0,None,0,2026-05-17 16:51:07.622212,cachy.coder@gmail.com,2026-05-17 16:51:07.622212,83,61,0,0,1722d6d5-bdf9-4706-bedd-53bf1aebaa21
841b6700-4259-432e-bccb-713b4d69c6f7,2024-12-08,143,2024,12,50,158,160,157.5,-17,-17,0,1,None,0,2026-03-29 19:34:41.984589,,2026-03-29 19:34:41.984589,38.66,53.42,0.1,0,1722d6d5-bdf9-4706-bedd-53bf1aebaa21
84a59564-863f-4ca5-b517-630aa452fac6,2024-04-21,175,2024,4,17,147,149,156.25,-24,26,0,0,None,0,2026-03-29 19:34:41.984589,,2026-03-29 19:34:41.984589,33.98,50.72,0,0,1722d6d5-bdf9-4706-bedd-53bf1aebaa21
856eba70-c693-4ddc-af62-cbf98917e487,2024-01-07,158,2024,1,1,0,0,0,0,0,0,0,None,1,2026-03-29 19:34:41.984589,,2026-03-29 19:34:41.984589,30.92,35.87,0.3,1.19,1722d6d5-bdf9-4706-bedd-53bf1aebaa21
872fdcff-7688-42bd-a147-76fe1184c45d,2024-07-07,145,2024,7,28,129,164,148.25,-24,-19,1,0,None,1,2026-03-29 19:34:41.984589,,2026-03-29 19:34:41.984589,63.41,85.46001,0,0,1722d6d5-bdf9-4706-bedd-53bf1aebaa21
8c408a45-c7c5-4c4b-b18d-6f3b45f56ce4,2024-07-14,158,2024,7,29,145,147,143.5,16,11,1,0,None,0,2026-03-29 19:34:41.984589,,2026-03-29 19:34:41.984589,71.06,86.27,7,0,1722d6d5-bdf9-4706-bedd-53bf1aebaa21
8d0ff77f-7dc0-44f4-a071-663c8ad5cb98,2024-05-12,164,2024,5,20,225,147,177.5,62,17,0,0,Mothers Day,0,2026-03-29 19:34:41.984589,,2026-03-29 19:34:41.984589,46.76,75.11,0,0,1722d6d5-bdf9-4706-bedd-53bf1aebaa21
8e5ccc4d-18c6-4ca6-8fb4-144cbb1debae,2024-08-18,127,2024,8,34,158,156,159.25,-11,-29,1,0,None,0,2026-03-29 19:34:41.984589,,2026-03-29 19:34:41.984589,66.74,77.36,10.4,0,1722d6d5-bdf9-4706-bedd-53bf1aebaa21
91c8c5e9-ad3c-4056-a2d1-26d0940c5241,2024-11-17,137,2024,11,47,160,154,160.75,-14,-17,0,1,None,0,2026-03-29 19:34:41.984589,,2026-03-29 19:34:41.984589,41.27,59.9,0,0,1722d6d5-bdf9-4706-bedd-53bf1aebaa21
91f6e17f-1a9a-4630-8afc-44531e706573,2024-06-30,129,2024,6,27,153,225,172.25,6,-96,1,0,None,0,2026-03-29 19:34:41.984589,,2026-03-29 19:34:41.984589,60.17,75.38001,0,0,1722d6d5-bdf9-4706-bedd-53bf1aebaa21
93d66e8e-992d-40c7-9d8e-946b86e904ae,2024-12-22,180,2024,12,52,128,175,151,-15,5,0,1,None,0,2026-03-29 19:34:41.984589,,2026-03-29 19:34:41.984589,19.85,34.34,0,0,1722d6d5-bdf9-4706-bedd-53bf1aebaa21
9656800a-eba9-409f-9b05-379b03a19656,2024-12-01,158,2024,12,49,175,174,161.5,38,-16,0,1,None,1,2026-03-29 19:34:41.984589,,2026-03-29 19:34:41.984589,17.87,29.66,0,0,1722d6d5-bdf9-4706-bedd-53bf1aebaa21
98ac37ac-3695-42c5-aa1f-e4bfe2934969,2025-04-20,202,2025,4,17,175,153,163.25,13,49,0,0,Easter,0,2026-03-29 19:34:41.984589,,2026-03-29 19:34:41.984589,48.83,73.4,2.3,0,1722d6d5-bdf9-4706-bedd-53bf1aebaa21
9b100072-d31c-4239-884a-93bed2d1245b,2024-07-28,154,2024,7,31,156,129,147,-2,25,1,0,None,0,2026-03-29 19:34:41.984589,,2026-03-29 19:34:41.984589,67.46,82.85,5.4,0,1722d6d5-bdf9-4706-bedd-53bf1aebaa21
9d86151c-7e6a-4b74-8e45-0b16f6398988,2024-05-05,225,2024,5,19,163,171,164,-12,54,0,0,None,1,2026-03-29 19:34:41.984589,,2026-03-29 19:34:41.984589,59.81,72.59,0.7,0,1722d6d5-bdf9-4706-bedd-53bf1aebaa21
a1a47ac9-c661-4dbf-97cc-1d66ab4f87d6,2024-10-20,155,2024,10,43,154,146,163.25,-46,9,0,0,None,0,2026-03-29 19:34:41.984589,,2026-03-29 19:34:41.984589,44.51,70.52,0,0,1722d6d5-bdf9-4706-bedd-53bf1aebaa21
a33ebf53-cb4c-4cd3-8bf5-a939c7d71fa0,2024-12-29,154,2024,12,53,180,158,152.25,52,-4,0,1,None,0,2026-03-29 19:34:41.984589,,2026-03-29 19:34:41.984589,38.03,56.12,47.2,0,1722d6d5-bdf9-4706-bedd-53bf1aebaa21
a39b1a5e-0997-427f-93e9-46b54ca058ba,2025-08-31,173,2025,8,36,173,170,172.25,3,3,1,0,None,0,2026-03-29 19:34:41.984589,,2026-03-29 19:34:41.984589,54.5,76.91,0,0,1722d6d5-bdf9-4706-bedd-53bf1aebaa21
a4c4b78d-351a-4e8a-94bf-d0a704a49c4f,2025-06-22,138,2025,6,26,173,156,155.25,22,-18,1,0,None,0,2026-03-29 19:34:41.984589,,2026-03-29 19:34:41.984589,74.12,90.77,0,0,1722d6d5-bdf9-4706-bedd-53bf1aebaa21
a5f64e5b-3dd9-43a5-ba9a-78c88e28bb5f,2025-11-16,162,2025,11,46,164,159,168,34,3,0,1,None,0,2026-04-12 16:54:44.741616,cachy.coder@gmail.com,2026-04-12 16:54:44.741616,57.92,40.91,0,0,1722d6d5-bdf9-4706-bedd-53bf1aebaa21
a79af28d-2cad-4897-93be-fa582b8ba59d,2024-08-25,123,2024,8,35,127,154,152,-31,-31,1,0,None,0,2026-03-29 19:34:41.984589,,2026-03-29 19:34:41.984589,66.56,88.97,0,0,1722d6d5-bdf9-4706-bedd-53bf1aebaa21
a91375b7-a042-4016-bc7d-9942c46b2d39,2026-05-03,159,2026,5,18,155,130,150.25,3,29,0,0,None,1,2026-05-03 17:32:35.659828,isaachersam@gmail.com,2026-05-03 17:32:35.659828,61,38,0,0,1722d6d5-bdf9-4706-bedd-53bf1aebaa21
a971ef18-7291-472e-8a67-90b4f56499fb,2025-03-09,150,2025,3,11,149,185,177.5,-69,-35,0,0,None,0,2026-03-29 19:34:41.984589,,2026-03-29 19:34:41.984589,32.99,55.67,0,0,1722d6d5-bdf9-4706-bedd-53bf1aebaa21
aac0c731-165a-487f-b3c1-6cc73e83c8f6,2025-07-13,170,2025,7,29,145,173,150,1,-3,1,0,None,0,2026-03-29 19:34:41.984589,,2026-03-29 19:34:41.984589,69.35,85.91,10.6,0,1722d6d5-bdf9-4706-bedd-53bf1aebaa21
ab3b7e93-2527-4773-ac92-beb2e97d2ac1,2025-06-08,151,2025,6,24,141,162,153.5,-15,-11,1,0,None,0,2026-03-29 19:34:41.984589,,2026-03-29 19:34:41.984589,62.96,76.91,1.5,0,1722d6d5-bdf9-4706-bedd-53bf1aebaa21
ab3d862a-899d-49a8-a61f-4eceb5475ecc,2024-03-31,171,2024,3,14,158,175,158.75,9,-4,0,0,Easter,0,2026-03-29 19:34:41.984589,,2026-03-29 19:34:41.984589,41,66.56,1.4,0,1722d6d5-bdf9-4706-bedd-53bf1aebaa21
b10c2a15-f5a4-4454-8ece-7c82c5976108,2024-06-16,153,2024,6,25,147,163,174.75,-17,-10,1,0,Fathers Day,0,2026-03-29 19:34:41.984589,,2026-03-29 19:34:41.984589,61.97,93.2,0,0,1722d6d5-bdf9-4706-bedd-53bf1aebaa21
b323c152-e7f4-48f1-92f7-775f9e9f5b1e,2025-06-29,144,2025,6,27,138,141,150.75,-35,3,1,0,None,0,2026-03-29 19:34:41.984589,,2026-03-29 19:34:41.984589,68.36,82.94,3.8,0,1722d6d5-bdf9-4706-bedd-53bf1aebaa21
b3c4148e-6279-4bdd-968a-7d2593dde7eb,2025-12-21,188,2025,12,51,164,153,150.75,34,35,0,1,None,0,2026-04-12 16:57:58.973177,cachy.coder@gmail.com,2026-04-12 16:57:58.973177,37.4,24.08,0,0,1722d6d5-bdf9-4706-bedd-53bf1aebaa21
b8d02249-254a-41c2-a563-4ba334ab760a,2025-05-11,155,2025,5,20,162,175,179.5,-17,-20,0,0,Mothers Day,0,2026-03-29 19:34:41.984589,,2026-03-29 19:34:41.984589,48.47,76.1,0,0,1722d6d5-bdf9-4706-bedd-53bf1aebaa21
bbbc79f2-3720-4ce1-8859-a0ba2281adde,2025-11-09,219,2025,11,45,164,187,160,34,32,0,1,Primary Program,0,2026-04-12 16:53:56.477893,cachy.coder@gmail.com,2026-04-12 16:53:56.477893,45.32,28.58,0,0,1722d6d5-bdf9-4706-bedd-53bf1aebaa21
bed42cc4-e0e6-48ec-b7ad-67d889b4f429,2024-02-11,142,2024,2,7,147,158,146.75,8,-16,0,0,None,0,2026-03-29 19:34:41.984589,,2026-03-29 19:34:41.984589,27.95,44.33,0,0,1722d6d5-bdf9-4706-bedd-53bf1aebaa21
bf7d30aa-f4b8-4441-a9d7-a3a17402be16,2025-03-30,162,2025,3,14,163,149,153.75,10,13,0,0,None,0,2026-03-29 19:34:41.984589,,2026-03-29 19:34:41.984589,56.21,72.95,8.299999,0,1722d6d5-bdf9-4706-bedd-53bf1aebaa21
c4db1617-4d7b-4756-b7a3-5280d65c5aa2,2024-12-15,128,2024,12,51,143,137,153.25,-15,-9,0,1,None,0,2026-03-29 19:34:41.984589,,2026-03-29 19:34:41.984589,37.58,51.53,8.8,0,1722d6d5-bdf9-4706-bedd-53bf1aebaa21
c4e53e63-bab9-4cfe-84df-228e2e84d621,2025-02-09,158,2025,2,7,185,173,171.5,18,-15,0,0,None,0,2026-03-29 19:34:41.984589,,2026-03-29 19:34:41.984589,26.87,32.54,0,0,1722d6d5-bdf9-4706-bedd-53bf1aebaa21
c68ff152-63b7-4713-8456-b16781075a77,2025-03-02,149,2025,3,10,218,167,182,60,-18,0,0,None,1,2026-03-29 19:34:41.984589,,2026-03-29 19:34:41.984589,18.05,35.06,0,0,1722d6d5-bdf9-4706-bedd-53bf1aebaa21
c9234896-fa20-4c3e-993f-e4d11083ace1,2025-08-17,170,2025,8,34,176,148,160,6,22,1,0,None,0,2026-03-29 19:34:41.984589,,2026-03-29 19:34:41.984589,71.15,87.35,1.1,0,1722d6d5-bdf9-4706-bedd-53bf1aebaa21
ca6012b1-65f2-48f3-97ce-52124690a9ed,2024-09-08,137,2024,9,37,138,158,136.5,15,-21,0,0,None,0,2026-03-29 19:34:41.984589,,2026-03-29 19:34:41.984589,46.04,68.9,0,0,1722d6d5-bdf9-4706-bedd-53bf1aebaa21
cccf8950-3465-4c14-8fcc-c86b4db67a87,2024-11-03,160,2024,11,45,174,200,170.75,19,-40,0,1,None,1,2026-03-29 19:34:41.984589,,2026-03-29 19:34:41.984589,44.51,68.36,0.8,0,1722d6d5-bdf9-4706-bedd-53bf1aebaa21
ccd4c11b-26ad-41ff-8a51-24c114d5862c,2024-03-24,158,2024,3,13,149,162,159.75,-4,-4,0,0,Palm Sunday,0,2026-03-29 19:34:41.984589,,2026-03-29 19:34:41.984589,26.96,50.18,0,0,1722d6d5-bdf9-4706-bedd-53bf1aebaa21
cdb66936-0225-4d3d-ad39-fc29101673c6,2025-10-26,159,2025,10,43,164,173,163.5,34,-14,0,0,None,0,2026-04-12 16:52:57.614141,cachy.coder@gmail.com,2026-04-12 16:52:57.614141,61.61,46.4,0,0,1722d6d5-bdf9-4706-bedd-53bf1aebaa21
cde5d236-719a-4001-82ba-94ffaa73d191,2025-05-25,156,2025,5,22,155,202,174.5,-7,-46,0,0,None,0,2026-03-29 19:34:41.984589,,2026-03-29 19:34:41.984589,48.56,61.79,0,0,1722d6d5-bdf9-4706-bedd-53bf1aebaa21
ce5bbe5d-3dba-49a5-99ee-d64af2abb7ac,2025-11-23,153,2025,11,47,164,219,168.75,34,-66,0,1,None,0,2026-04-12 16:56:58.178361,cachy.coder@gmail.com,2026-04-12 16:56:58.178361,53.42,38.03,0,0,1722d6d5-bdf9-4706-bedd-53bf1aebaa21
ce91ae00-647d-4d9f-8ed7-f8a7299b406e,2026-04-26,155,2026,4,17,152,174,155,-12,-25,0,0,None,0,2026-04-26 16:34:03.002577,isaachersam@gmail.com,2026-04-26 16:34:03.002577,67,49,0,0,1722d6d5-bdf9-4706-bedd-53bf1aebaa21
d36f029f-e650-44c2-815a-8bbca240272a,2024-09-29,200,2024,9,40,153,138,143.5,7,62,0,0,None,0,2026-03-29 19:34:41.984589,,2026-03-29 19:34:41.984589,64.76,72.5,2.3,0,1722d6d5-bdf9-4706-bedd-53bf1aebaa21
d4166212-00f3-4495-8abe-900c6736120e,2026-02-22,158,2026,2,8,158,155,160,-10,3,0,0,None,0,2026-05-17 16:52:03.603814,cachy.coder@gmail.com,2026-05-17 16:52:03.603814,83,61,0,0,1722d6d5-bdf9-4706-bedd-53bf1aebaa21
d53f857a-4873-43b4-88fb-9f10d2b60c1c,2026-04-12,164,2026,4,15,130,178,159.25,-44,-14,0,0,None,1,2026-04-12 21:00:23.515397,cachy.coder@gmail.com,2026-04-12 21:00:23.515397,79,51,0.1,0,1722d6d5-bdf9-4706-bedd-53bf1aebaa21
d6007c12-6dc5-4bb0-b89e-ce1be5df846c,2024-10-13,154,2024,10,42,200,137,159,47,17,0,0,None,0,2026-03-29 19:34:41.984589,,2026-03-29 19:34:41.984589,54.23,69.08,0,0,1722d6d5-bdf9-4706-bedd-53bf1aebaa21
d62cdc15-95d0-4ba2-937c-2e6f4067d8d9,2025-03-23,163,2025,3,13,153,218,167.5,3,-55,0,0,None,0,2026-03-29 19:34:41.984589,,2026-03-29 19:34:41.984589,34.79,46.4,7.1,0,1722d6d5-bdf9-4706-bedd-53bf1aebaa21
d691836c-6fae-4563-9029-27e19bd6eeb8,2025-11-30,156,2025,11,48,164,162,152.25,34,-6,0,1,None,0,2026-04-12 16:57:29.472826,cachy.coder@gmail.com,2026-04-12 16:57:29.472826,36.32,23,0,0,1722d6d5-bdf9-4706-bedd-53bf1aebaa21
d7bdfd9d-396c-4575-a697-9ba75a8f8036,2025-02-02,185,2025,2,6,167,154,163.75,6,31,0,0,None,1,2026-03-29 19:34:41.984589,,2026-03-29 19:34:41.984589,30.29,52.16,0,0,1722d6d5-bdf9-4706-bedd-53bf1aebaa21
d7dd2878-2ac4-4887-a817-f1dee78c9034,2026-05-10,168,2026,5,19,159,164,157.5,4,4,0,0,Mothers Day,0,2026-05-10 16:33:29.530616,cachy.coder@gmail.com,2026-05-10 16:33:29.530616,68,52,0,0,1722d6d5-bdf9-4706-bedd-53bf1aebaa21
d8968cbf-e906-46fd-a050-ba0e39e57ce2,2026-02-01,154,2026,2,5,164,156,159.5,34,-2,0,0,None,1,2026-04-12 16:58:25.176101,cachy.coder@gmail.com,2026-04-12 16:58:25.176101,20.3,-2.74,0,0,1722d6d5-bdf9-4706-bedd-53bf1aebaa21
e18b705a-6a2c-47d8-b8a3-4d394473e0e2,2024-01-28,139,2024,1,5,143,0,0,-15,0,0,0,None,0,2026-03-29 19:34:41.984589,,2026-03-29 19:34:41.984589,32.54,39.56,5,0.49,1722d6d5-bdf9-4706-bedd-53bf1aebaa21
e3f9bf06-7bfc-441e-85a3-d81a17cf02f7,2025-05-04,162,2025,5,19,179,162,179.5,-23,0,0,0,None,1,2026-03-29 19:34:41.984589,,2026-03-29 19:34:41.984589,45.86,52.7,7.599999,0,1722d6d5-bdf9-4706-bedd-53bf1aebaa21
e41339ba-30b4-4655-87d7-4ce20aae9782,2025-03-16,153,2025,3,12,150,158,168.75,1,-5,0,0,None,0,2026-03-29 19:34:41.984589,,2026-03-29 19:34:41.984589,33.8,55.76,3.4,0.14,1722d6d5-bdf9-4706-bedd-53bf1aebaa21
e57cdce7-a90f-4705-9239-b98eae06ea12,2024-10-27,174,2024,10,44,155,153,165.5,1,21,0,0,None,0,2026-03-29 19:34:41.984589,,2026-03-29 19:34:41.984589,37.67,59.09,0,0,1722d6d5-bdf9-4706-bedd-53bf1aebaa21
e76dcd4e-af83-4420-bb2b-3328e20d693e,2025-06-01,141,2025,6,23,156,179,163,1,-38,1,0,None,1,2026-03-29 19:34:41.984589,,2026-03-29 19:34:41.984589,43.25,71.33,0,0,1722d6d5-bdf9-4706-bedd-53bf1aebaa21
e7cdb737-3f47-4d81-8e6c-93d82489bea9,2025-01-19,161,2025,1,4,173,128,158.75,19,33,0,0,None,0,2026-03-29 19:34:41.984589,,2026-03-29 19:34:41.984589,4.01,24.62,0,0.56,1722d6d5-bdf9-4706-bedd-53bf1aebaa21
e8b9e55e-bb8c-486d-8bee-cb9f79afe225,2024-02-25,162,2024,2,9,139,139,141.75,-3,23,0,0,None,0,2026-03-29 19:34:41.984589,,2026-03-29 19:34:41.984589,25.97,54.77,0.3,0,1722d6d5-bdf9-4706-bedd-53bf1aebaa21
f1f02bea-70d0-4e39-8eb2-735ce0e16c00,2026-03-29,130,2026,3,13,187,170,175.75,14,-40,0,0,Palm Sunday,0,2026-03-30 15:35:03.859672,cachy.coder@gmail.com,2026-03-30 15:35:03.859672,77,53,0,0,1722d6d5-bdf9-4706-bedd-53bf1aebaa21
fc2fcdda-b8e0-465e-8147-350c8393dc7c,2026-03-08,155,2026,3,10,164,158,157.5,34,-3,0,0,None,0,2026-04-12 16:59:46.938318,cachy.coder@gmail.com,2026-04-12 16:59:46.938318,57.65,38.3,0,0,1722d6d5-bdf9-4706-bedd-53bf1aebaa21
